material,cfg_file_original,cfg_file_mapped,cfg_path_original,cfg_path_mapped,T_cfg,Tmin_logtau,Tmax_logtau,logtau,logtau_source,relax_file,mapped_file_exists,atom_cache_path
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_831.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_831.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_831.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_831.0K.cfg,831.0,594.16667,960.83333,-8.890126105587786,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0084.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_839.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_839.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_839.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_839.0K.cfg,839.0,594.16667,960.83333,-9.1631109008382,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0085.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_852.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_852.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_852.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_852.0K.cfg,852.0,594.16667,960.83333,-9.562011028577942,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0086.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_875.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_875.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_875.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_875.0K.cfg,875.0,594.16667,960.83333,-10.119015,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0087.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_882.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_882.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_882.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_882.0K.cfg,882.0,594.16667,960.83333,-10.249624017531964,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0088.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_889.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_889.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_889.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_889.0K.cfg,889.0,594.16667,960.83333,-10.363385954028091,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0089.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_909.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_909.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_909.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_909.0K.cfg,909.0,594.16667,960.83333,-10.61115896938206,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0090.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_914.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_914.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_914.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_914.0K.cfg,914.0,594.16667,960.83333,-10.659231972136055,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0091.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_922.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_922.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_922.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_922.0K.cfg,922.0,594.16667,960.83333,-10.727818008063984,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0092.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_957.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_957.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_957.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_957.0K.cfg,957.0,594.16667,960.83333,-10.953576005387989,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0093.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_566.cfg,Zr64p13Cu15p75Ni10p12Al10_566.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_566.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_566.0K.cfg,566.0,565.46667,932.13333,16.243296299845206,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0094.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_569.cfg,Zr64p13Cu15p75Ni10p12Al10_569.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_569.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_569.0K.cfg,569.0,565.46667,932.13333,15.501920096779797,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0095.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_573.cfg,Zr64p13Cu15p75Ni10p12Al10_573.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_573.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_573.0K.cfg,573.0,565.46667,932.13333,14.547250425159143,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0096.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_591.cfg,Zr64p13Cu15p75Ni10p12Al10_591.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_591.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_591.0K.cfg,591.0,565.46667,932.13333,10.638503443713777,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0097.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_602.cfg,Zr64p13Cu15p75Ni10p12Al10_602.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_602.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_602.0K.cfg,602.0,565.46667,932.13333,8.64862148986596,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0098.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_604.cfg,Zr64p13Cu15p75Ni10p12Al10_604.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_604.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_604.0K.cfg,604.0,565.46667,932.13333,8.288300471299051,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0099.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_625.cfg,Zr64p13Cu15p75Ni10p12Al10_625.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_625.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_625.0K.cfg,625.0,565.46667,932.13333,4.856061953476093,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0100.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_638.cfg,Zr64p13Cu15p75Ni10p12Al10_638.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_638.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_638.0K.cfg,638.0,565.46667,932.13333,3.046999390461216,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0101.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_649.cfg,Zr64p13Cu15p75Ni10p12Al10_649.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_649.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_649.0K.cfg,649.0,565.46667,932.13333,1.6639528473543008,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0102.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_661.cfg,Zr64p13Cu15p75Ni10p12Al10_661.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_661.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_661.0K.cfg,661.0,565.46667,932.13333,0.2949465301261221,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0103.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_664.cfg,Zr64p13Cu15p75Ni10p12Al10_664.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_664.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_664.0K.cfg,664.0,565.46667,932.13333,-0.0273083578032883,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0104.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_677.cfg,Zr64p13Cu15p75Ni10p12Al10_677.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_677.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_677.0K.cfg,677.0,565.46667,932.13333,-1.3345446684986737,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0105.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_679.cfg,Zr64p13Cu15p75Ni10p12Al10_679.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_679.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_679.0K.cfg,679.0,565.46667,932.13333,-1.523639962680078,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0106.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_704.cfg,Zr64p13Cu15p75Ni10p12Al10_704.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_704.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_704.0K.cfg,704.0,565.46667,932.13333,-3.641547169205664,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0107.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_711.cfg,Zr64p13Cu15p75Ni10p12Al10_711.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_711.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_711.0K.cfg,711.0,565.46667,932.13333,-4.171956311245244,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0108.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_720.cfg,Zr64p13Cu15p75Ni10p12Al10_720.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_720.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_720.0K.cfg,720.0,565.46667,932.13333,-4.796474237611525,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0109.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_734.cfg,Zr64p13Cu15p75Ni10p12Al10_734.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_734.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_734.0K.cfg,734.0,565.46667,932.13333,-5.69008677596645,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0110.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_752.cfg,Zr64p13Cu15p75Ni10p12Al10_752.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_752.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_752.0K.cfg,752.0,565.46667,932.13333,-6.70340134760539,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0111.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_763.cfg,Zr64p13Cu15p75Ni10p12Al10_763.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_763.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_763.0K.cfg,763.0,565.46667,932.13333,-7.256248077423846,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0112.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_768.cfg,Zr64p13Cu15p75Ni10p12Al10_768.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_768.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_768.0K.cfg,768.0,565.46667,932.13333,-7.492810474179053,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0113.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_775.cfg,Zr64p13Cu15p75Ni10p12Al10_775.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_775.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_775.0K.cfg,775.0,565.46667,932.13333,-7.808615494189011,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0114.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_779.cfg,Zr64p13Cu15p75Ni10p12Al10_779.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_779.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_779.0K.cfg,779.0,565.46667,932.13333,-7.981838783022436,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0115.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_797.cfg,Zr64p13Cu15p75Ni10p12Al10_797.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_797.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_797.0K.cfg,797.0,565.46667,932.13333,-8.698265304261216,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0116.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_808.cfg,Zr64p13Cu15p75Ni10p12Al10_808.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_808.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_808.0K.cfg,808.0,565.46667,932.13333,-9.086645253769492,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0117.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_825.cfg,Zr64p13Cu15p75Ni10p12Al10_825.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_825.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_825.0K.cfg,825.0,565.46667,932.13333,-9.609866332867334,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0118.npy
Zr64.13Cu15.75Ni10.12Al10,dumpZrCuNiAl.cooldown_841.cfg,Zr64p13Cu15p75Ni10p12Al10_841.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr64.13Cu15.75Ni10.12Al10\dumpZrCuNiAl.cooldown_841.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr64.13Cu15.75Ni10.12Al10\Zr64p13Cu15p75Ni10p12Al10_841.0K.cfg,841.0,565.46667,932.13333,-10.008215973863896,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr64.13Cu15.75Ni10.12Al10_Tg_646.3K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0119.npy
